2.432473036213375073e-01,-2.706228837262281139e-01,-2.424766438162240245e-01,1.053023457385718342e-01,-1.376233663100520643e-01
1.011997128458554940e+00,-2.924722509777717416e-01,-2.542761062862053389e-01,2.938807531693474195e-01,-3.578408577111184125e-02
3.503742925203641358e-03,-2.527834174419445468e-01,-2.764005615832012541e-01,-4.866724535187715722e-02,1.551685627494592545e-01
6.447858352250277890e-28,-2.715663895707089992e-01,-2.476230432523325309e-01,1.134455943510119663e-01,-9.320561276639185988e-02
2.286449720317360323e-01,-2.499950628389941976e-01,-2.845131439436863197e-01,-7.273308965405039794e-02,2.251869685036666791e-01
3.594671013129319137e-02,-2.454615069557923857e-01,-2.783629048048952281e-01,-1.118614881385520676e-01,1.721052344305798176e-01
7.295186918428477885e-01,-2.756245258330489722e-01,-2.411808677059730233e-01,1.484707218377172844e-01,-1.488070034582041345e-01
9.663026344663068806e-29,-2.511464785645054487e-01,-2.701756093887848209e-01,-6.279540398526622935e-02,1.014419921974983596e-01
8.908630168353863787e-01,-2.964866278508508923e-01,-2.527009077675406168e-01,3.285282003396413630e-01,-4.937937320517359757e-02
5.371804211749933128e-28,-2.493900384121354730e-01,-2.690155411967984911e-01,-7.795495908213077862e-02,9.142962846918809006e-02
2.118045681482840226e-01,-2.845541498878845221e-01,-2.506218814748786272e-01,2.255408842744560938e-01,-6.732311788039789524e-02
6.238782599711766713e-02,-2.505687862568026780e-01,-2.806877669468939018e-01,-6.778137424781041642e-02,1.921707491517552213e-01
